"","year","month","month.year","policy01","policy02","policy03","policy04","policy05","policy06","policy07","policy08","policy09","policy10","policy11","policy12","policy13","policy14","policy15","policy16","policy17","policy18","policy19","policy20","policy21","policy22","policy23","total.attention","p01","p02","p03","p04","p05","p06","p07","p08","p09","p10","p11","p12","p13","p14","p15","p16","p17","p18","p19","p20","p21","p22","p23","entropy","herfindahl","date","entropy.ma3","entropy.ma6","epu"
"236",2004,5,May 2004,4,0,15,2,3,4,7,9,1,7,0,16,2,2,9,5,8,1,18,9,12,0,0,134,0.0298507462686567,0,0.111940298507463,0.0149253731343284,0.0223880597014925,0.0298507462686567,0.0522388059701493,0.0671641791044776,0.00746268656716418,0.0522388059701493,0,0.119402985074627,0.0149253731343284,0.0149253731343284,0.0671641791044776,0.0373134328358209,0.0597014925373134,0.00746268656716418,0.134328358208955,0.0671641791044776,0.0895522388059701,0,0,0.881659699350656,0.0338549788371575,2004-05-01,0.887330401705348,0.852904217381598,92.32118225
"237",2004,6,Jun 2004,2,5,13,5,2,6,3,6,3,7,0,20,2,2,14,17,7,3,31,8,15,0,0,171,0.0116959064327485,0.0292397660818713,0.0760233918128655,0.0292397660818713,0.0116959064327485,0.0350877192982456,0.0175438596491228,0.0350877192982456,0.0175438596491228,0.0409356725146199,0,0.116959064327485,0.0116959064327485,0.0116959064327485,0.0818713450292398,0.0994152046783626,0.0409356725146199,0.0175438596491228,0.181286549707602,0.0467836257309941,0.087719298245614,0,0,0.877567299314051,0.0421770801272186,2004-06-01,0.876987840249213,0.878597188520625,85.34597778
"238",2004,7,Jul 2004,4,5,17,5,7,4,8,6,1,5,0,14,1,3,16,14,13,2,18,15,11,0,0,169,0.0236686390532544,0.029585798816568,0.100591715976331,0.029585798816568,0.0414201183431953,0.0236686390532544,0.0473372781065089,0.0355029585798817,0.00591715976331361,0.029585798816568,0,0.0828402366863905,0.00591715976331361,0.0177514792899408,0.0946745562130177,0.0828402366863905,0.0769230769230769,0.0118343195266272,0.106508875739645,0.0887573964497041,0.0650887573964497,0,0,0.908106943003602,0.0252547179720598,2004-07-01,0.879613499332353,0.878112475899691,87.54418945
"239",2004,8,Aug 2004,2,1,3,0,0,0,2,0,0,2,0,5,0,1,1,8,0,0,3,0,0,0,0,28,0.0714285714285714,0.0357142857142857,0.107142857142857,0,0,0,0.0714285714285714,0,0,0.0714285714285714,0,0.178571428571429,0,0.0357142857142857,0.0357142857142857,0.285714285714286,0,0,0.107142857142857,0,0,0,0,0.67883561799034,0.113392857142857,2004-08-01,0.892837121158826,0.888398949015801,85.92586517
"240",2004,9,Sep 2004,2,3,17,1,3,3,6,2,2,3,0,10,3,0,9,13,6,2,14,6,5,0,0,110,0.0181818181818182,0.0272727272727273,0.154545454545455,0.00909090909090909,0.0272727272727273,0.0272727272727273,0.0545454545454545,0.0181818181818182,0.0181818181818182,0.0272727272727273,0,0.0909090909090909,0.0272727272727273,0,0.0818181818181818,0.118181818181818,0.0545454545454545,0.0181818181818182,0.127272727272727,0.0545454545454545,0.0454545454545455,0,0,0.876306939074196,0.0393801652892562,2004-09-01,0.793471280496971,0.843697108161284,100.0118866
"230",2004,10,Oct 2004,3,0,3,0,0,1,0,2,1,1,0,2,0,1,3,3,1,1,7,5,0,0,0,34,0.0882352941176471,0,0.0882352941176471,0,0,0.0294117647058824,0,0.0588235294117647,0.0294117647058824,0.0294117647058824,0,0.0588235294117647,0,0.0294117647058824,0.0882352941176471,0.0882352941176471,0.0294117647058824,0.0294117647058824,0.205882352941176,0.147058823529412,0,0,0,0.794790554937569,0.0626297577854671,2004-10-01,0.777571278532268,0.844495299746569,105.6951141
"231",2004,11,Nov 2004,0,0,6,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,4,1,1,0,0,18,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0.111111111111111,0,0,0.111111111111111,0.111111111111111,0,0,0.222222222222222,0.0555555555555556,0.0555555555555556,0,0,0.576117983557889,0.163888888888889,2004-11-01,0.835548747005882,0.827121470863951,95.24085236
"232",2004,12,Dec 2004,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,1,0,0,8,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0.125,0,0.375,0,0.125,0,0,0.490774881398672,0.2125,2004-12-01,0.685454269247729,0.766831607712719,77.59643555
"241",2005,1,Jan 2005,0,1,1,0,1,0,3,1,0,0,0,1,0,0,0,0,1,1,2,9,0,0,0,21,0,0.0476190476190476,0.0476190476190476,0,0.0476190476190476,0,0.142857142857143,0.0476190476190476,0,0,0,0.0476190476190476,0,0,0,0,0.0476190476190476,0.0476190476190476,0.0952380952380952,0.428571428571429,0,0,0,0.617468312457189,0.19047619047619,2005-01-01,0.53344643247828,0.683365195391733,73.91847992
"245",2005,2,Feb 2005,7,2,13,2,1,2,4,4,0,1,0,9,5,1,6,16,8,1,15,10,8,0,0,115,0.0608695652173913,0.0173913043478261,0.11304347826087,0.0173913043478261,0.00869565217391304,0.0173913043478261,0.0347826086956522,0.0347826086956522,0,0.00869565217391304,0,0.0782608695652174,0.0434782608695652,0.00869565217391304,0.0521739130434783,0.139130434782609,0.0695652173913043,0.00869565217391304,0.130434782608696,0.0869565217391304,0.0695652173913043,0,0,0.867132179516973,0.0386843100189036,2005-02-01,0.55412159692793,0.671091734285103,58.95005035
"246",2005,3,Mar 2005,11,9,10,6,8,2,2,6,1,4,0,12,4,5,16,35,10,0,31,19,17,0,0,208,0.0528846153846154,0.0432692307692308,0.0480769230769231,0.0288461538461538,0.0384615384615385,0.00961538461538462,0.00961538461538462,0.0288461538461538,0.00480769230769231,0.0192307692307692,0,0.0576923076923077,0.0192307692307692,0.0240384615384615,0.0769230769230769,0.168269230769231,0.0480769230769231,0,0.149038461538462,0.0913461538461538,0.0817307692307692,0,0,0.866590247339314,0.0431952662721894,2005-03-01,0.742300245987081,0.669256782373658,57.5579567
"247",2005,4,Apr 2005,10,1,12,3,6,10,7,6,1,9,0,19,3,5,18,20,14,7,28,27,14,0,0,220,0.0454545454545455,0.00454545454545455,0.0545454545454545,0.0136363636363636,0.0272727272727273,0.0454545454545455,0.0318181818181818,0.0272727272727273,0.00454545454545455,0.0409090909090909,0,0.0863636363636364,0.0136363636363636,0.0227272727272727,0.0818181818181818,0.0909090909090909,0.0636363636363636,0.0318181818181818,0.127272727272727,0.122727272727273,0.0636363636363636,0,0,0.901023732806035,0.02875,2005-04-01,0.866861213428143,0.683616720854007,74.56597137
"248",2005,5,May 2005,4,3,18,6,4,6,5,7,5,6,0,16,10,2,15,12,9,5,31,22,10,0,0,196,0.0204081632653061,0.0153061224489796,0.0918367346938776,0.0306122448979592,0.0204081632653061,0.0306122448979592,0.0255102040816327,0.0357142857142857,0.0255102040816327,0.0306122448979592,0,0.0816326530612245,0.0510204081632653,0.0102040816326531,0.076530612244898,0.0612244897959184,0.0459183673469388,0.0255102040816327,0.158163265306122,0.112244897959184,0.0510204081632653,0,0,0.907639371307773,0.0306851311953353,2005-05-01,0.883806990072674,0.748597870703636,70.50811768
"249",2005,6,Jun 2005,7,5,23,4,10,3,8,4,4,11,0,17,13,1,14,30,5,4,31,17,8,0,0,219,0.0319634703196347,0.0228310502283105,0.105022831050228,0.0182648401826484,0.045662100456621,0.0136986301369863,0.0365296803652968,0.0182648401826484,0.0182648401826484,0.0502283105022831,0,0.0776255707762557,0.0593607305936073,0.0045662100456621,0.0639269406392694,0.136986301369863,0.0228310502283105,0.0182648401826484,0.141552511415525,0.0776255707762557,0.0365296803652968,0,0,0.892559414038018,0.0343966973165697,2005-06-01,0.904331552056904,0.831970768685457,74.56132507
"250",2005,7,Jul 2005,6,5,16,2,1,0,11,8,3,7,0,9,1,3,15,19,4,3,15,21,14,0,0,163,0.0368098159509202,0.0306748466257669,0.098159509202454,0.0122699386503067,0.00613496932515337,0,0.0674846625766871,0.049079754601227,0.0184049079754601,0.0429447852760736,0,0.0552147239263804,0.00613496932515337,0.0184049079754601,0.0920245398773006,0.116564417177914,0.0245398773006135,0.0184049079754601,0.0920245398773006,0.128834355828221,0.0858895705521472,0,0,0.878227618328166,0.0341375286988596,2005-07-01,0.900099392672895,0.886988989001622,68.71644592
"251",2005,8,Aug 2005,0,1,5,1,0,0,4,1,1,0,0,0,0,0,5,0,0,0,0,0,1,0,0,19,0,0.0526315789473684,0.263157894736842,0.0526315789473684,0,0,0.210526315789474,0.0526315789473684,0.0526315789473684,0,0,0,0,0,0.263157894736842,0,0,0,0,0,0.0526315789473684,0,0,0.593037163023377,0.156509695290859,2005-08-01,0.885393516183092,0.889208076763861,64.39585876
"252",2005,9,Sep 2005,1,4,10,3,1,1,9,4,2,4,0,5,2,1,27,16,3,3,23,14,5,0,0,138,0.0072463768115942,0.0289855072463768,0.072463768115942,0.0217391304347826,0.0072463768115942,0.0072463768115942,0.0652173913043478,0.0289855072463768,0.0144927536231884,0.0289855072463768,0,0.036231884057971,0.0144927536231884,0.0072463768115942,0.195652173913043,0.115942028985507,0.0217391304347826,0.0217391304347826,0.166666666666667,0.101449275362319,0.036231884057971,0,0,0.831519338525468,0.0618147448015123,2005-09-01,0.735632390675772,0.834497459900674,91.40605927
"242",2005,10,Oct 2005,4,9,6,0,0,0,3,8,1,1,0,7,1,0,23,12,6,6,9,9,7,0,0,112,0.0357142857142857,0.0803571428571429,0.0535714285714286,0,0,0,0.0267857142857143,0.0714285714285714,0.00892857142857143,0.00892857142857143,0,0.0625,0.00892857142857143,0,0.205357142857143,0.107142857142857,0.0535714285714286,0.0535714285714286,0.0803571428571429,0.0803571428571429,0.0625,0,0,0.827717793153983,0.0516183035714286,2005-10-01,0.712278250774423,0.82059658104456,76.16368103
"243",2005,11,Nov 2005,3,8,8,5,1,0,7,9,3,5,0,12,1,1,24,15,7,2,19,16,5,0,0,151,0.0198675496688742,0.0529801324503311,0.0529801324503311,0.033112582781457,0.00662251655629139,0,0.0463576158940397,0.0596026490066225,0.0198675496688742,0.033112582781457,0,0.0794701986754967,0.00662251655629139,0.00662251655629139,0.158940397350993,0.0993377483443709,0.0463576158940397,0.0132450331125828,0.125827814569536,0.105960264900662,0.033112582781457,0,0,0.866135265477674,0.0406736546642691,2005-11-01,0.829618565839725,0.804612265413802,72.21598816
"244",2005,12,Dec 2005,1,0,7,1,0,0,3,1,0,2,0,0,0,0,7,1,0,1,2,4,4,0,0,34,0.0294117647058824,0,0.205882352941176,0.0294117647058824,0,0,0.0882352941176471,0.0294117647058824,0,0.0588235294117647,0,0,0,0,0.205882352941176,0.0294117647058824,0,0.0294117647058824,0.0588235294117647,0.117647058823529,0.117647058823529,0,0,0.729320750889877,0.0880622837370242,2005-12-01,0.846926529315828,0.799327435701734,78.04892731
"253",2006,1,Jan 2006,0,1,5,1,2,0,0,0,0,3,0,2,1,0,6,1,3,0,1,5,1,0,0,32,0,0.03125,0.15625,0.03125,0.0625,0,0,0,0,0.09375,0,0.0625,0.03125,0,0.1875,0.03125,0.09375,0,0.03125,0.15625,0.03125,0,0,0.766687879867941,0.07099609375,2006-01-01,0.797728008183775,0.769546062214076,79.17534637
"257",2006,2,Feb 2006,15,3,12,6,2,5,2,3,0,7,0,7,2,3,16,35,7,8,15,23,16,0,0,187,0.0802139037433155,0.0160427807486631,0.0641711229946524,0.0320855614973262,0.0106951871657754,0.0267379679144385,0.0106951871657754,0.0160427807486631,0,0.0374331550802139,0,0.0374331550802139,0.0106951871657754,0.0160427807486631,0.0855614973262032,0.18716577540107,0.0374331550802139,0.0427807486631016,0.0802139037433155,0.122994652406417,0.0855614973262032,0,0,0.863366532281744,0.0452143326946724,2006-02-01,0.748004315378909,0.804276205582988,72.69299316
"258",2006,3,Mar 2006,4,9,20,7,7,4,7,9,2,13,0,15,4,6,23,43,14,6,27,41,20,0,0,281,0.0142348754448399,0.0320284697508897,0.0711743772241993,0.0249110320284698,0.0249110320284698,0.0142348754448399,0.0249110320284698,0.0320284697508897,0.00711743772241993,0.0462633451957295,0,0.0533807829181495,0.0142348754448399,0.0213523131672598,0.0818505338078292,0.153024911032028,0.0498220640569395,0.0213523131672598,0.096085409252669,0.145907473309609,0.0711743772241993,0,0,0.886730303723669,0.0379111206798293,2006-03-01,0.815027206074842,0.810645644334244,64.22933197
"259",2006,4,Apr 2006,5,3,10,2,2,2,6,6,4,7,0,9,3,4,19,22,3,6,17,12,10,0,0,152,0.0328947368421053,0.0197368421052632,0.0657894736842105,0.0131578947368421,0.0131578947368421,0.0131578947368421,0.0394736842105263,0.0394736842105263,0.0263157894736842,0.0460526315789474,0,0.0592105263157895,0.0197368421052632,0.0263157894736842,0.125,0.144736842105263,0.0197368421052632,0.0394736842105263,0.111842105263158,0.0789473684210526,0.0657894736842105,0,0,0.900701617655696,0.0323493767313019,2006-04-01,0.875048418002706,0.822448146448181,79.76152802
"260",2006,5,May 2006,4,8,18,4,4,4,6,15,2,8,0,12,3,3,22,11,12,4,17,24,12,0,0,193,0.0207253886010363,0.0414507772020725,0.0932642487046632,0.0207253886010363,0.0207253886010363,0.0207253886010363,0.0310880829015544,0.077720207253886,0.0103626943005181,0.0414507772020725,0,0.0621761658031088,0.0155440414507772,0.0155440414507772,0.113989637305699,0.0569948186528497,0.0621761658031088,0.0207253886010363,0.0880829015544041,0.124352331606218,0.0621761658031088,0,0,0.910582834069337,0.0265886332518994,2006-05-01,0.893715960689683,0.829361416883785,70.83625793
"261",2006,6,Jun 2006,3,10,17,5,5,1,6,12,3,14,0,9,2,7,17,28,15,4,21,21,9,0,0,209,0.0143540669856459,0.0478468899521531,0.0813397129186603,0.0239234449760766,0.0239234449760766,0.00478468899521531,0.0287081339712919,0.0574162679425837,0.0143540669856459,0.0669856459330144,0,0.0430622009569378,0.00956937799043062,0.0334928229665072,0.0813397129186603,0.133971291866029,0.0717703349282297,0.0191387559808612,0.100478468899522,0.100478468899522,0.0430622009569378,0,0,0.903803967854374,0.0280030219088391,2006-06-01,0.905642225862517,0.865613833519677,79.49433136
"262",2006,7,Jul 2006,5,8,16,7,1,3,4,7,11,11,0,9,2,2,16,15,7,6,14,28,8,0,0,180,0.0277777777777778,0.0444444444444444,0.0888888888888889,0.0388888888888889,0.00555555555555556,0.0166666666666667,0.0222222222222222,0.0388888888888889,0.0611111111111111,0.0611111111111111,0,0.05,0.0111111111111111,0.0111111111111111,0.0888888888888889,0.0833333333333333,0.0388888888888889,0.0333333333333333,0.0777777777777778,0.155555555555556,0.0444444444444444,0,0,0.908854212616775,0.0281018518518519,2006-07-01,0.907193400961856,0.893037051116964,80.56230927
"263",2006,8,Aug 2006,1,3,2,4,1,1,2,4,9,0,0,10,0,1,3,4,1,1,2,2,5,0,0,56,0.0178571428571429,0.0535714285714286,0.0357142857142857,0.0714285714285714,0.0178571428571429,0.0178571428571429,0.0357142857142857,0.0714285714285714,0.160714285714286,0,0,0.178571428571429,0,0.0178571428571429,0.0535714285714286,0.0714285714285714,0.0178571428571429,0.0178571428571429,0.0357142857142857,0.0357142857142857,0.0892857142857143,0,0,0.85516138564932,0.0484375,2006-08-01,0.906329090235575,0.90213458718397,72.76996613
"264",2006,9,Sep 2006,6,5,17,3,1,3,10,6,3,11,0,22,0,1,22,24,9,1,29,21,6,0,0,200,0.03,0.025,0.085,0.015,0.005,0.015,0.05,0.03,0.015,0.055,0,0.11,0,0.005,0.11,0.12,0.045,0.005,0.145,0.105,0.03,0,0,0.851149985245699,0.043975,2006-09-01,0.882007799133048,0.895820803569101,67.0675354
"254",2006,10,Oct 2006,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0.36084880671453,0.3,2006-10-01,0.85315568544751,0.885910477087101,63.46446609
"255",2006,11,Nov 2006,0,0,2,1,2,0,0,0,0,3,0,3,0,0,4,3,0,0,0,7,2,0,0,27,0,0,0.0740740740740741,0.037037037037037,0.0740740740740741,0,0,0,0,0.111111111111111,0,0.111111111111111,0,0,0.148148148148148,0.111111111111111,0,0,0,0.259259259259259,0.0740740740740741,0,0,0.678506379581131,0.101234567901235,2006-11-01,0.605999395980115,0.77596367161614,62.51984406
"256",2006,12,Dec 2006,0,0,1,0,1,1,1,0,0,0,0,2,0,0,4,4,0,0,1,6,0,0,0,21,0,0,0.0476190476190476,0,0.0476190476190476,0.0476190476190476,0.0476190476190476,0,0,0,0,0.0952380952380952,0,0,0.19047619047619,0.19047619047619,0,0,0.0476190476190476,0.285714285714286,0,0,0,0.636705770999331,0.133333333333333,2006-12-01,0.519677593147831,0.730904153961491,63.3704071
"265",2007,1,Jan 2007,6,2,4,0,3,1,4,7,0,7,0,1,2,0,6,23,0,2,6,7,2,0,0,83,0.072289156626506,0.0240963855421687,0.0481927710843374,0,0.036144578313253,0.0120481927710843,0.0481927710843374,0.0843373493975904,0,0.0843373493975904,0,0.0120481927710843,0.0240963855421687,0,0.072289156626506,0.27710843373494,0,0.0240963855421687,0.072289156626506,0.0843373493975904,0.0240963855421687,0,0,0.797799567215368,0.0784874437509072,2007-01-01,0.657606075290231,0.676474465638002,79.01966858
"269",2007,2,Feb 2007,10,1,17,8,6,5,9,6,2,18,0,6,3,1,13,28,9,4,14,23,12,0,0,195,0.0512820512820513,0.00512820512820513,0.0871794871794872,0.041025641025641,0.0307692307692308,0.0256410256410256,0.0461538461538462,0.0307692307692308,0.0102564102564103,0.0923076923076923,0,0.0307692307692308,0.0153846153846154,0.00512820512820513,0.0666666666666667,0.143589743589744,0.0461538461538462,0.0205128205128205,0.0717948717948718,0.117948717948718,0.0615384615384615,0,0,0.897413085861259,0.0307692307692308,2007-02-01,0.717252669107349,0.665002101951212,57.20262146
"270",2007,3,Mar 2007,4,9,28,12,8,14,17,15,4,18,0,8,5,5,29,52,14,9,32,40,12,0,0,335,0.0119402985074627,0.026865671641791,0.0835820895522388,0.0358208955223881,0.0238805970149254,0.0417910447761194,0.0507462686567164,0.0447761194029851,0.0119402985074627,0.0537313432835821,0,0.0238805970149254,0.0149253731343284,0.0149253731343284,0.0865671641791045,0.155223880597015,0.0417910447761194,0.026865671641791,0.0955223880597015,0.119402985074627,0.0358208955223881,0,0,0.900572822244374,0.0327369124526621,2007-03-01,0.847606326538314,0.674254722074324,69.88729095
"271",2007,4,Apr 2007,2,4,13,13,3,10,11,19,4,14,0,7,3,3,23,21,2,3,10,11,7,0,0,183,0.0109289617486339,0.0218579234972678,0.0710382513661202,0.0710382513661202,0.0163934426229508,0.0546448087431694,0.0601092896174863,0.103825136612022,0.0218579234972678,0.0765027322404372,0,0.0382513661202186,0.0163934426229508,0.0163934426229508,0.12568306010929,0.114754098360656,0.0109289617486339,0.0163934426229508,0.0546448087431694,0.0601092896174863,0.0382513661202186,0,0,0.905703200996198,0.0277882289707068,2007-04-01,0.898992954052816,0.782199525180292,62.50170135
"272",2007,5,May 2007,4,6,26,12,7,9,16,22,12,9,0,7,4,6,23,17,4,9,16,17,8,0,0,234,0.0170940170940171,0.0256410256410256,0.111111111111111,0.0512820512820513,0.0299145299145299,0.0384615384615385,0.0683760683760684,0.094017094017094,0.0512820512820513,0.0384615384615385,0,0.0299145299145299,0.0170940170940171,0.0256410256410256,0.0982905982905983,0.0726495726495727,0.0170940170940171,0.0384615384615385,0.0683760683760684,0.0726495726495727,0.0341880341880342,0,0,0.934402639585209,0.0188801227262766,2007-05-01,0.903138011620286,0.827638889463306,74.68186951
"273",2007,6,Jun 2007,2,9,21,4,6,7,13,7,5,6,0,14,2,5,29,22,8,5,21,14,11,0,0,211,0.00947867298578199,0.042654028436019,0.0995260663507109,0.018957345971564,0.028436018957346,0.033175355450237,0.0616113744075829,0.033175355450237,0.023696682464455,0.028436018957346,0,0.0663507109004739,0.00947867298578199,0.023696682464455,0.137440758293839,0.104265402843602,0.037914691943128,0.023696682464455,0.0995260663507109,0.0663507109004739,0.0521327014218009,0,0,0.909860394903756,0.0278991936389569,2007-06-01,0.920052920290703,0.887178263180481,73.29653931
"274",2007,7,Jul 2007,7,7,19,4,4,2,12,5,1,11,0,13,0,2,25,25,5,2,21,24,8,0,0,197,0.0355329949238579,0.0355329949238579,0.0964467005076142,0.0203045685279188,0.0203045685279188,0.0101522842639594,0.0609137055837563,0.0253807106598985,0.0050761421319797,0.0558375634517767,0,0.065989847715736,0,0.0101522842639594,0.126903553299492,0.126903553299492,0.0253807106598985,0.0101522842639594,0.106598984771574,0.121827411167513,0.0406091370558376,0,0,0.865218304400032,0.0397974696590997,2007-07-01,0.922131517244482,0.909590428718159,59.32397842
"275",2007,8,Aug 2007,0,1,5,0,0,0,0,6,1,3,0,0,1,0,8,5,1,1,6,7,8,0,0,53,0,0.0188679245283019,0.0943396226415094,0,0,0,0,0.113207547169811,0.0188679245283019,0.0566037735849057,0,0,0.0188679245283019,0,0.150943396226415,0.0943396226415094,0.0188679245283019,0.0188679245283019,0.113207547169811,0.132075471698113,0.150943396226415,0,0,0.760051699996807,0.066998932004272,2007-08-01,0.887539349651894,0.903151472425914,89.10404968
"276",2007,9,Sep 2007,2,6,11,3,4,3,6,8,3,8,0,7,2,2,19,31,2,4,7,9,12,0,0,149,0.0134228187919463,0.0402684563758389,0.0738255033557047,0.0201342281879195,0.0268456375838926,0.0201342281879195,0.0402684563758389,0.0536912751677852,0.0201342281879195,0.0536912751677852,0,0.0469798657718121,0.0134228187919463,0.0134228187919463,0.12751677852349,0.208053691275168,0.0134228187919463,0.0268456375838926,0.0469798657718121,0.0604026845637584,0.0805369127516778,0,0,0.878861551646894,0.0465294356110085,2007-09-01,0.81263500219842,0.8750472479764,100.7443771
"266",2007,10,Oct 2007,3,12,16,4,11,5,18,7,3,15,0,14,0,5,28,14,8,2,29,15,6,0,0,215,0.013953488372093,0.0558139534883721,0.0744186046511628,0.0186046511627907,0.0511627906976744,0.0232558139534884,0.0837209302325581,0.0325581395348837,0.013953488372093,0.0697674418604651,0,0.0651162790697674,0,0.0232558139534884,0.130232558139535,0.0651162790697674,0.0372093023255814,0.00930232558139535,0.134883720930233,0.0697674418604651,0.027906976744186,0,0,0.894309022881081,0.0306154678204435,2007-10-01,0.819456625821851,0.86967891810654,89.45452881
